"idade";"escolaridade";"anos_estudo";"estado_civil";"raca";"sexo";"salario";"classe_trabalho";"qtde_filhos";"UF";"região"
75;"Ensino Médio Completo";11;"Viúvo";"Branco";"Feminino";6209;"Aposentado";0;"PE";"Nordeste"
65;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"AL";"Nordeste"
35;"Ensino Médio Incompleto";7;"Separado";"Negro";"Masculino";1100;"Funcionário Setor Privado";4;"SE";"Nordeste"
41;"Ensino Médio Incompleto";9;"Divorciado";"Negro";"Feminino";1100;"Funcionário Setor Privado";4;"BA";"Nordeste"
25;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2486;"Funcionário Setor Privado";4;"MG";"Sudeste"
33;"Ensino Médio Completo";10;"Divorciado";"Amarelo";"Feminino";3565;"Funcionário Setor Privado";0;"ES";"Sudeste"
28;"Mestrado";15;"Solteiro";"Branco";"Masculino";10671;"Funcionário Setor Privado";1;"RJ";"Sudeste"
59;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1964;"Servidor Público";1;"SP";"Sudeste"
40;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3951;"Servidor Público";1;"PR";"Sul"
41;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2324;"Funcionário Setor Privado";2;"SC";"Sul"
38;"Mestrado";14;"Casado";"Branco";"Masculino";17679;"Empresário";3;"RS";"Sul"
23;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"MS";"Centro-Oeste"
40;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2862;"Funcionário Setor Privado";0;"MT";"Centro-Oeste"
41;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Autônomo";1;"GO";"Centro-Oeste"
24;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";5500;"Servidor Público";4;"DF";"Centro-Oeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3803;"Não Informado";1;"RO";"Norte"
38;"Ensino Médio Completo";10;"Divorciado";"Branco";"Masculino";2264;"Funcionário Setor Privado";1;"AC";"Norte"
56;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"AM";"Norte"
58;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"RR";"Norte"
32;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"PA";"Norte"
40;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";3047;"Funcionário Setor Privado";2;"AP";"Norte"
45;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"TO";"Norte"
41;"Mestrado";15;"Casado";"Branco";"Feminino";8479;"Funcionário Setor Privado";0;"MA";"Nordeste"
42;"Ensino Médio Completo";13;"Casado";"Negro";"Feminino";2615;"Funcionário Setor Privado";3;"PI";"Nordeste"
59;"Ensino Fundamental Completo";6;"Viúvo";"Negro";"Feminino";14102;"Empresário";1;"CE";"Nordeste"
19;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";8306;"Empresário";0;"RN";"Nordeste"
58;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2654;"Funcionário Setor Privado";0;"PB";"Nordeste"
42;"Ensino Médio Incompleto";9;"Casado";"Pardo";"Masculino";1100;"Autônomo";5;"PE";"Nordeste"
20;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"AL";"Nordeste"
32;"Ensino Médio Incompleto";9;"Separado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"SE";"Nordeste"
45;"Ensino Médio Completo";11;"Viúvo";"Branco";"Feminino";2944;"Funcionário Setor Privado";5;"BA";"Nordeste"
50;"Ensino Fundamental Incompleto";4;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"MG";"Sudeste"
36;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";3408;"Funcionário Setor Privado";1;"ES";"Sudeste"
45;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"RJ";"Sudeste"
17;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";2;"SP";"Sudeste"
59;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3381;"Funcionário Setor Privado";1;"PR";"Sul"
26;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SC";"Sul"
37;"Ensino Médio Completo";10;"Casado";"Pardo";"Masculino";5020;"MEI";1;"RS";"Sul"
19;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3472;"Não Informado";0;"MS";"Centro-Oeste"
64;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"MT";"Centro-Oeste"
33;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2817;"Funcionário Setor Privado";4;"GO";"Centro-Oeste"
33;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"DF";"Centro-Oeste"
61;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"RO";"Norte"
17;"Ensino Fundamental Completo";5;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";0;"AC";"Norte"
50;"Mestrado";14;"Casado";"Branco";"Masculino";7431;"Autônomo";5;"AM";"Norte"
27;"Mestrado";14;"Solteiro";"Branco";"Masculino";11991;"Empresário";0;"RR";"Norte"
30;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"PA";"Norte"
43;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";1;"AP";"Norte"
44;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3782;"Funcionário Setor Privado";0;"TO";"Norte"
35;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3933;"Funcionário Setor Privado";2;"MA";"Nordeste"
25;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";2804;"Funcionário Setor Privado";2;"PI";"Nordeste"
24;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";3627;"Funcionário Setor Privado";2;"CE";"Nordeste"
22;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2650;"Funcionário Setor Privado";2;"RN";"Nordeste"
42;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";6407;"Empresário";1;"PB";"Nordeste"
34;"Ensino Médio Completo";12;"Divorciado";"Negro";"Feminino";2004;"Funcionário Setor Privado";5;"PE";"Nordeste"
60;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";3305;"Funcionário Setor Privado";0;"AL";"Nordeste"
21;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SE";"Nordeste"
57;"Mestrado";14;"Casado";"Branco";"Masculino";9054;"Funcionário Público";4;"BA";"Nordeste"
41;"Mestrado";15;"Casado";"Branco";"Masculino";6611;"Funcionário Setor Privado";5;"MG";"Sudeste"
50;"Ensino Médio Completo";10;"Divorciado";"Branco";"Masculino";2785;"Funcionário Setor Privado";0;"ES";"Sudeste"
25;"Ensino Médio Completo";13;"Solteiro";"Branco";"Feminino";2759;"Funcionário Setor Privado";4;"RJ";"Sudeste"
50;"Ensino Fundamental Incompleto";4;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"SP";"Sudeste"
36;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3384;"Funcionário Setor Privado";3;"PR";"Sul"
31;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"SC";"Sul"
29;"Superior Completo";13;"Solteiro";"Branco";"Masculino";17682;"Empresário";0;"RS";"Sul"
21;"Superior Incompleto";10;"Solteiro";"Branco";"Masculino";3324;"Funcionário Setor Privado";0;"MS";"Centro-Oeste"
27;"Pós-Graduado";13;"Solteiro";"Negro";"Feminino";10629;"Funcionário Setor Privado";1;"MT";"Centro-Oeste"
65;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"GO";"Centro-Oeste"
37;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";4300;"MEI";4;"DF";"Centro-Oeste"
39;"Mestrado";14;"Casado";"Pardo";"Feminino";2;"Não Informado";5;"RO";"Norte"
24;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"AC";"Norte"
38;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";1;"AM";"Norte"
48;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3643;"Funcionário Setor Privado";0;"RR";"Norte"
21;"Ensino Médio Completo";10;"Solteiro";"Pardo";"Feminino";3330;"Funcionário Setor Privado";5;"PA";"Norte"
31;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"AP";"Norte"
55;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"TO";"Norte"
24;"Ensino Médio Completo";10;"Casado";"Pardo";"Feminino";3661;"Funcionário Setor Privado";3;"MA";"Nordeste"
43;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"PI";"Nordeste"
26;"Ensino Médio Completo";12;"Solteiro";"Branco";"Masculino";3906;"Funcionário Setor Privado";1;"CE";"Nordeste"
46;"Ensino Médio Completo";12;"Solteiro";"Branco";"Feminino";2150;"Funcionário Setor Privado";4;"RN";"Nordeste"
35;"Ensino Médio Completo";12;"Casado";"Branco";"Masculino";2020;"Funcionário Setor Privado";1;"PB";"Nordeste"
41;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5749;"MEI";3;"PE";"Nordeste"
26;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2230;"Funcionário Setor Privado";5;"AL";"Nordeste"
34;"Mestrado";14;"Casado";"Pardo";"Masculino";9095;"Funcionário Setor Privado";0;"SE";"Nordeste"
19;"Ensino Médio Completo";10;"Solteiro";"Negro";"Feminino";2856;"Não Informado";0;"BA";"Nordeste"
36;"Ensino Médio Completo";13;"Divorciado";"Negro";"Feminino";2097;"Autônomo";3;"MG";"Sudeste"
22;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3912;"Funcionário Setor Privado";3;"ES";"Sudeste"
24;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2901;"Funcionário Setor Privado";0;"RJ";"Sudeste"
77;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";5681;"Aposentado";3;"SP";"Sudeste"
22;"Ensino Fundamental Incompleto";3;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"PR";"Sul"
29;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3888;"Funcionário Setor Privado";1;"SC";"Sul"
62;"Ensino Médio Incompleto";9;"Viúvo";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"RS";"Sul"
39;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";0;"MS";"Centro-Oeste"
43;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2298;"Funcionário Setor Privado";1;"MT";"Centro-Oeste"
35;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"GO";"Centro-Oeste"
29;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"DF";"Centro-Oeste"
76;"Mestrado";14;"Casado";"Branco";"Masculino";3393;"Aposentado";3;"RO";"Norte"
63;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";3;"AC";"Norte"
23;"Ensino Médio Completo";11;"Solteiro";"Negro";"Feminino";3589;"Não Informado";1;"AM";"Norte"
43;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";2949;"Funcionário Setor Privado";2;"RR";"Norte"
58;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";2;"PA";"Norte"
66;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";3120;"Aposentado";4;"AP";"Norte"
41;"Ensino Médio Completo";10;"Solteiro";"Negro";"Masculino";3063;"Funcionário Setor Privado";1;"TO";"Norte"
26;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3939;"Funcionário Setor Privado";5;"MA";"Nordeste"
47;"Ensino Médio Completo";11;"Solteiro";"Branco";"Masculino";3301;"Funcionário Setor Privado";2;"PI";"Nordeste"
55;"Ensino Fundamental Completo";6;"Casado";"Branco";"Masculino";14090;"Empresário";0;"CE";"Nordeste"
53;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"RN";"Nordeste"
17;"Ensino Fundamental Incompleto";3;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";2;"PB";"Nordeste"
30;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"PE";"Nordeste"
49;"Mestrado";14;"Solteiro";"Branco";"Masculino";9473;"Funcionário Setor Privado";2;"AL";"Nordeste"
19;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";0;"SE";"Nordeste"
45;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";4;"BA";"Nordeste"
26;"Ensino Médio Completo";12;"Solteiro";"Branco";"Masculino";2564;"Funcionário Setor Privado";2;"MG";"Sudeste"
38;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3205;"Funcionário Setor Privado";1;"ES";"Sudeste"
36;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1783;"Servidor Público";5;"RJ";"Sudeste"
33;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"SP";"Sudeste"
22;"Ensino Médio Completo";10;"Solteiro";"Negro";"Feminino";4320;"Servidor Público";3;"PR";"Sul"
43;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3110;"Autônomo";3;"SC";"Sul"
67;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";5757;"Aposentado";0;"RS";"Sul"
30;"Ensino Médio Completo";11;"Divorciado";"Branco";"Feminino";3312;"Não Informado";1;"MS";"Centro-Oeste"
56;"Ensino Médio Completo";12;"União Estável";"Branco";"Masculino";2800;"Funcionário Setor Privado";5;"MT";"Centro-Oeste"
31;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";2015;"Funcionário Setor Privado";1;"GO";"Centro-Oeste"
33;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2262;"Funcionário Setor Privado";5;"DF";"Centro-Oeste"
26;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";0;"RO";"Norte"
33;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3813;"Funcionário Setor Privado";4;"AC";"Norte"
46;"Ensino Médio Incompleto";7;"Casado";"Branco";"Masculino";5318;"Empresário";2;"AM";"Norte"
59;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";2179;"Não Informado";3;"RR";"Norte"
38;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1144;"Funcionário Público";5;"PA";"Norte"
65;"Ensino Médio Incompleto";7;"Viúvo";"Amarelo";"Masculino";1100;"Funcionário Setor Privado";4;"AP";"Norte"
40;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3142;"Funcionário Setor Privado";5;"TO";"Norte"
42;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"MA";"Nordeste"
26;"Ensino Fundamental Completo";5;"Casado";"Branco";"Masculino";1100;"Autônomo";0;"PI";"Nordeste"
36;"Ensino Fundamental Completo";6;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";0;"CE";"Nordeste"
62;"Mestrado";14;"Casado";"Branco";"Masculino";6072;"Funcionário Setor Privado";0;"RN";"Nordeste"
43;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3316;"Funcionário Setor Privado";0;"PB";"Nordeste"
43;"Ensino Médio Completo";13;"Divorciado";"Branco";"Masculino";2240;"Funcionário Setor Privado";2;"PE";"Nordeste"
22;"Ensino Médio Incompleto";9;"União Estável";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"AL";"Nordeste"
28;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"SE";"Nordeste"
56;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3129;"Autônomo";2;"BA";"Nordeste"
22;"Ensino Médio Completo";12;"Solteiro";"Branco";"Feminino";2826;"Funcionário Setor Privado";4;"MG";"Sudeste"
57;"Ensino Médio Completo";13;"Divorciado";"Branco";"Feminino";2161;"Funcionário Setor Privado";1;"ES";"Sudeste"
39;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"RJ";"Sudeste"
26;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";5885;"Funcionário Público";3;"SP";"Sudeste"
17;"Ensino Médio Incompleto";7;"Solteiro";"Branco";"Masculino";1100;"Menor Aprendiz";1;"PR";"Sul"
40;"Ensino Médio Completo";11;"Casado";"Branco";"Masculino";3386;"Servidor Público";4;"SC";"Sul"
45;"Ensino Médio Incompleto";9;"Casado";"Negro";"Masculino";1100;"Funcionário Setor Privado";1;"RS";"Sul"
44;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Masculino";1100;"Funcionário Setor Privado";4;"MS";"Centro-Oeste"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";16619;"Empresário";0;"MT";"Centro-Oeste"
33;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"GO";"Centro-Oeste"
23;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";2142;"Funcionário Setor Privado";5;"DF";"Centro-Oeste"
46;"Mestrado";14;"Divorciado";"Branco";"Masculino";7991;"Autônomo";0;"RO";"Norte"
54;"Ensino Médio Incompleto";9;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";4;"AM";"Norte"
46;"Ensino Fundamental Incompleto";3;"Divorciado";"Branco";"Feminino";1100;"Funcionário Setor Privado";4;"RR";"Norte"
25;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";3906;"Funcionário Setor Privado";4;"PA";"Norte"
46;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";3240;"Funcionário Setor Privado";2;"AP";"Norte"
36;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";4278;"Empresário";0;"TO";"Norte"
23;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"MA";"Nordeste"
29;"Ensino Médio Incompleto";9;"Separado";"Branco";"Masculino";1100;"Funcionário Setor Privado";5;"PI";"Nordeste"
44;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";2158;"Funcionário Setor Privado";3;"CE";"Nordeste"
19;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3246;"Funcionário Setor Privado";0;"RN";"Nordeste"
19;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";2;"PB";"Nordeste"
35;"Ensino Médio Incompleto";9;"Casado";"Branco";"Feminino";1100;"Funcionário Setor Privado";3;"PE";"Nordeste"
27;"Ensino Médio Completo";13;"Solteiro";"Branco";"Masculino";3926;"Funcionário Setor Privado";4;"AL";"Nordeste"
46;"Ensino Médio Completo";12;"Separado";"Branco";"Masculino";3669;"Autônomo";0;"SE";"Nordeste"
34;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";4133;"Servidor Público";2;"BA";"Nordeste"
34;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Funcionário Setor Privado";5;"MG";"Sudeste"
44;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2319;"Funcionário Setor Privado";2;"ES";"Sudeste"
45;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";2254;"Funcionário Setor Privado";0;"RJ";"Sudeste"
20;"Ensino Médio Incompleto";9;"Solteiro";"Branco";"Feminino";1100;"Não Informado";1;"SP";"Sudeste"
25;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";3772;"Funcionário Setor Privado";0;"PR";"Sul"
52;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";5014;"MEI";1;"SC";"Sul"
20;"Ensino Médio Completo";10;"Solteiro";"Branco";"Masculino";3805;"Funcionário Setor Privado";0;"RS";"Sul"
28;"Ensino Médio Completo";10;"Solteiro";"Branco";"Feminino";3676;"Funcionário Setor Privado";2;"MS";"Centro-Oeste"
50;"Ensino Médio Completo";13;"Casado";"Branco";"Masculino";4266;"Servidor Público";2;"MT";"Centro-Oeste"
34;"Ensino Médio Completo";11;"Divorciado";"Branco";"Feminino";2497;"Funcionário Setor Privado";1;"GO";"Centro-Oeste"
28;"Ensino Fundamental Incompleto";4;"Casado";"Amarelo";"Masculino";1100;"Funcionário Setor Privado";4;"DF";"Centro-Oeste"
41;"Mestrado";14;"Casado";"Branco";"Masculino";6398;"Funcionário Setor Privado";5;"RO";"Norte"
46;"Ensino Médio Incompleto";9;"Casado";"Branco";"Masculino";1100;"Autônomo";2;"AM";"Norte"
28;"Ensino Médio Completo";10;"Casado";"Branco";"Feminino";3056;"Não Informado";1;"RR";"Norte"
32;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";2735;"Funcionário Setor Privado";4;"PA";"Norte"
41;"Ensino Médio Completo";10;"Divorciado";"Negro";"Feminino";4726;"Empresário";5;"AP";"Norte"
24;"Ensino Médio Incompleto";9;"Solteiro";"Negro";"Feminino";1100;"Funcionário Setor Privado";4;"TO";"Norte"
33;"Ensino Médio Completo";10;"Divorciado";"Branco";"Feminino";2763;"Funcionário Setor Privado";2;"MA";"Nordeste"
46;"Doutorado";16;"Casado";"Branco";"Masculino";15908;"Funcionário Setor Privado";3;"PI";"Nordeste"
31;"Ensino Médio Completo";10;"Casado";"Branco";"Masculino";4032;"Servidor Público";3;"CE";"Nordeste"
35;"Ensino Médio Incompleto";8;"Divorciado";"Branco";"Masculino";1100;"Funcionário Setor Privado";2;"RN";"Nordeste"
52;"Ensino Fundamental Incompleto";2;"Casado";"Branco";"Masculino";1100;"Funcionário Setor Privado";3;"PB";"Nordeste"
